Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth
1	001756	11:12:03,783.437.930	157	0.156	-21.403	1.220	4.131	26.307	21.148	12.822
1	001761	11:12:03,824.194.480	111	0.808	-7.394	1.153	2.385	24.421	5.752	1.605
1	001762	11:12:03,832.066.150	77	0.091	7.394	1.056	2.212	11.541	7.363	3.663
1	001767	11:12:03,895.653.550	599	0.145	-23.470	1.435	4.931	23.266	23.226	39.027
1	001794	11:12:04,288.368.450	273	0.639	6.754	1.250	2.639	13.941	5.691	4.902
1	001795	11:12:04,290.236.510	135	0.686	34.978	1.026	3.961	30.051	28.844	15.786
1	001796	11:12:04,292.913.220	15199	0.136	-31.922	1.931	3.920	35.269	31.629	99.090
1	001797	11:12:04,304.467.410	288	-0.906	-32.468	1.420	2.714	24.819	24.065	11.967
1	001798	11:12:04,312.535.660	85	-21.759	-516.921	0.919	5.837	28.452	23.732	34.077
1	001805	11:12:04,368.789.160	47	-0.095	-11.687	1.184	1.512	21.857	11.634	1.837
1	001819	11:12:04,530.710.140	79	3.935	-118.230	1.313	3.569	34.572	29.121	9.734
1	001828	11:12:04,620.024.600	279	1.078	-50.107	1.089	4.470	34.161	34.072	20.160
1	001829	11:12:04,625.913.760	213	0.345	-4.356	2.513	3.436	19.704	4.117	8.484
1	001833	11:12:04,725.274.990	103	-0.756	18.886	1.848	2.772	15.391	15.063	7.368
1	001835	11:12:04,744.180.150	81	3.830	102.558	1.279	2.137	28.558	25.908	4.232
1	001845	11:12:04,905.801.680	68	0.235	22.639	0.838	1.873	23.437	22.041	4.534
1	001847	11:12:04,915.658.250	305	0.095	17.898	2.341	3.170	25.787	17.818	10.892
1	001854	11:12:04,968.153.820	384	1.305	-51.039	1.567	3.226	32.355	31.040	10.108
1	001861	11:12:05,012.112.390	245	-52.216	1221.589	1.418	4.352	26.819	23.391	18.891
1	001869	11:12:05,130.068.020	933	-0.709	40.029	2.271	4.758	33.844	32.648	36.725
1	001873	11:12:05,186.879.550	379	-0.983	10.771	2.036	2.621	13.736	7.683	8.817
1	001876	11:12:05,233.328.140	57	0.112	24.031	0.775	7.927	25.288	23.881	50.935
1	001878	11:12:05,302.722.830	77	-0.396	-2.439	1.162	2.409	6.485	2.268	2.472
1	001883	11:12:05,371.417.360	450	-1.870	8.649	1.644	5.648	13.585	4.079	7.983
1	001887	11:12:05,393.250.670	127	0.691	33.636	2.100	3.041	29.797	27.669	10.692
1	001896	11:12:05,523.834.020	112	3.289	-42.528	0.991	5.071	12.514	12.373	26.615
1	001901	11:12:05,576.373.050	527	0.840	-43.526	2.124	4.510	33.326	33.325	21.236
1	001905	11:12:05,611.521.030	232	-0.201	-22.487	1.725	2.184	24.231	22.045	5.960
1	001906	11:12:05,617.956.770	61	-0.842	-20.856	1.293	2.067	28.275	15.957	2.661
1	001911	11:12:05,680.383.790	62	-2.904	56.270	1.107	1.508	18.672	18.323	3.336
1	001914	11:12:05,714.929.440	52	-0.082	10.824	0.957	1.847	14.163	10.787	2.322
1	001929	11:12:05,853.281.550	85	0.935	-38.155	0.949	2.569	29.591	27.876	6.721
1	001930	11:12:05,854.097.630	220	3.018	92.577	1.913	3.619	30.620	29.118	11.926
1	001960	11:12:06,219.279.890	116	2.782	78.280	1.182	2.308	26.790	26.483	6.590
1	001962	11:12:06,290.517.200	1433	-1.322	-0.344	3.336	4.982	31.834	0.207	14.397
1	001981	11:12:06,406.339.690	58	-0.117	20.437	1.495	1.971	29.063	20.298	3.628
1	001982	11:12:06,429.373.710	191	2.965	85.912	1.547	3.227	28.239	27.459	12.522
1	001984	11:12:06,450.309.770	330	0.424	-12.072	1.593	2.239	14.259	11.115	8.450
1	001994	11:12:06,581.971.270	127	0.782	1.332	1.356	1.897	15.589	1.049	2.809
1	001999	11:12:06,627.210.100	158	1.094	-18.384	1.809	2.261	15.362	12.405	7.049
1	002011	11:12:06,795.569.040	124	-1.989	8.086	0.751	7.377	19.116	3.633	2.781
1	002015	11:12:06,832.453.660	112	0.337	-16.379	1.016	2.900	16.654	15.522	8.878
1	002017	11:12:06,859.294.700	76	1.290	3.328	0.737	3.226	15.155	2.039	0.792
1	002020	11:12:06,893.015.870	162	0.436	-14.242	1.437	2.266	16.208	13.054	6.233
1	002023	11:12:06,923.903.220	355	-1.679	-39.728	1.425	5.880	24.746	20.327	31.798
1	002025	11:12:06,935.935.790	199	0.167	-0.845	1.789	2.517	18.811	0.833	4.932
1	002038	11:12:07,085.539.930	82	11.618	43.324	1.195	1.782	8.048	3.715	2.131
1	002042	11:12:07,111.550.520	73	0.707	-12.492	1.201	2.534	22.065	10.199	2.765
1	002045	11:12:07,154.414.460	121	0.927	25.441	1.314	2.739	21.362	18.662	9.015
1	002050	11:12:07,172.478.460	50	1.422	-14.784	1.099	1.556	25.135	8.505	1.445
1	002053	11:12:07,189.327.730	67	0.170	-11.059	1.424	1.740	10.905	10.904	4.056
1	002055	11:12:07,213.448.460	284	-1.181	-39.365	1.319	5.406	33.225	25.442	24.483
1	002056	11:12:07,238.587.500	267	10.201	-2.258	1.775	5.859	22.110	0.220	4.799
1	002065	11:12:07,315.935.310	593	3.097	22.013	2.113	3.574	12.842	6.764	12.197
1	002075	11:12:07,380.987.930	97	-2.740	42.179	1.269	3.412	15.358	14.461	10.743
1	002077	11:12:07,389.799.000	44	-2.414	4.456	1.089	1.751	26.036	1.705	1.135
1	002083	11:12:07,489.349.480	75	0.827	28.374	0.998	2.658	23.882	21.868	8.672
1	002089	11:12:07,547.354.240	264	1.067	-20.099	1.897	4.323	27.534	13.747	10.228
1	002091	11:12:07,567.379.520	244	-26.247	-159.536	1.594	5.453	32.067	6.074	5.920
1	002092	11:12:07,597.300.320	58	0.868	-4.737	0.950	2.788	16.218	3.578	1.300
1	002101	11:12:07,669.347.210	214	5.096	16.106	1.134	6.895	25.904	3.101	3.290
1	002106	11:12:07,747.053.830	40	0.249	14.910	0.952	2.012	18.783	14.468	3.620
1	002112	11:12:07,811.596.950	50	-0.520	-27.884	0.893	2.105	24.952	24.741	5.011
1	002121	11:12:07,886.099.680	66	0.451	9.687	1.237	1.977	22.940	8.829	2.113
1	002123	11:12:07,896.406.030	52	1.374	13.160	1.013	1.796	9.353	7.745	2.721
1	002125	11:12:07,921.771.060	161	-0.164	2.045	1.725	3.902	22.484	2.018	3.577
1	002129	11:12:07,963.863.810	499	0.316	28.556	2.073	4.360	28.485	27.228	21.756
1	002135	11:12:07,997.346.540	151	-0.674	-22.975	1.400	2.234	27.153	19.055	5.074
1	002144	11:12:08,123.494.530	77	-0.332	23.090	1.076	2.036	23.119	21.916	5.336
1	002147	11:12:08,156.868.380	50	4.025	-1.451	0.874	2.139	6.341	0.350	1.194
1	002154	11:12:08,220.887.530	63	-0.772	12.010	1.251	2.045	22.484	9.506	2.129
1	002155	11:12:08,224.781.610	69	-2.415	47.042	1.113	1.731	33.616	17.995	1.770
1	002160	11:12:08,274.772.400	455	-0.671	-15.407	1.587	3.277	14.506	12.792	16.960
1	002161	11:12:08,278.937.740	332	-0.435	-24.766	1.581	4.586	24.357	22.709	22.640
1	002162	11:12:08,312.780.820	62	-0.102	-19.270	1.120	1.673	24.827	19.170	2.531
1	002166	11:12:08,375.022.260	70	3.921	-30.873	0.889	1.833	7.738	7.630	5.027
1	002172	11:12:08,408.384.930	98	-4.014	101.760	5.469	13.848	24.937	24.600	197.102
1	002177	11:12:08,466.683.380	138	-0.270	-23.369	1.647	3.360	22.694	22.560	12.923
1	002179	11:12:08,474.398.270	79	0.772	5.991	1.673	1.906	30.444	4.742	3.749
1	002188	11:12:08,599.817.520	49	1.321	49.286	1.004	1.855	30.686	29.744	3.231
1	002190	11:12:08,613.159.740	1495	0.980	-47.102	2.115	3.967	33.739	33.640	22.937
1	002202	11:12:08,686.575.880	117	-1.408	24.882	1.545	2.028	17.900	14.405	5.857
1	002216	11:12:08,903.908.370	63	216.853	-1895.286	0.776	2.162	18.202	8.740	1.830
1	002217	11:12:08,904.302.070	133	0.042	7.962	1.345	4.010	8.033	7.956	17.907
1	002218	11:12:08,909.398.000	560	-14.582	302.921	1.828	7.771	21.214	20.724	69.492
1	002227	11:12:08,987.355.770	399	-0.340	-36.521	2.677	3.192	34.579	34.577	13.969
1	002228	11:12:09,009.739.320	850	-0.109	20.048	1.872	3.745	19.986	19.930	25.554
1	002230	11:12:09,028.564.830	82	233.429	-6817.644	1.197	3.778	29.704	29.206	14.856
1	002238	11:12:09,133.685.230	243	-11.806	139.520	1.504	2.801	11.821	11.775	13.378
1	002241	11:12:09,171.138.470	62	-0.549	-5.474	0.836	1.812	16.990	4.799	1.523
1	002247	11:12:09,256.657.100	821	0.525	32.184	3.005	5.369	30.603	28.492	41.271
1	002262	11:12:09,427.672.470	58	0.734	6.972	0.739	2.559	6.282	5.621	7.523
1	002277	11:12:09,565.901.830	49	0.170	-14.827	1.069	2.157	14.905	14.616	4.958
1	002280	11:12:09,602.860.730	148	-2.858	34.477	1.192	3.747	12.815	11.385	12.400
1	002286	11:12:09,673.958.320	226	-0.303	-18.264	1.321	3.047	23.585	17.477	8.489
1	002295	11:12:09,746.162.370	45	-0.325	4.511	0.721	2.970	4.697	4.290	7.154
1	002298	11:12:09,784.800.040	639	-0.488	-35.662	1.967	2.874	35.429	32.055	15.587
1	002308	11:12:09,874.219.910	221	0.285	-8.684	1.912	2.497	8.498	8.351	7.633
1	002319	11:12:10,066.546.430	66	8.171	32.489	1.297	3.100	5.107	3.947	6.957
1	002332	11:12:10,269.782.670	62	-0.235	13.275	1.000	2.658	19.861	12.922	4.431
1	002334	11:12:10,280.171.870	98	1.060	-27.191	0.967	3.055	20.063	18.663	10.455
1	002335	11:12:10,298.287.440	79	-0.850	-13.781	1.048	4.199	16.794	10.501	7.362
1	002341	11:12:10,330.524.660	2940	-1.427	-32.385	4.433	6.104	18.693	18.587	71.554
1	002360	11:12:10,595.476.110	1595	0.776	-41.036	1.727	3.058	32.542	32.421	11.440
1	002367	11:12:10,701.197.520	223	-0.489	-15.412	1.702	2.725	14.414	13.844	11.664
1	002383	11:12:10,830.652.630	97	0.985	-9.013	1.495	1.972	9.506	6.423	4.399
1	002391	11:12:10,895.841.530	103	-6.863	-103.301	1.459	3.141	17.246	14.895	8.391
1	002401	11:12:11,027.582.290	115	4.638	75.901	1.538	1.779	17.462	15.998	3.504
1	002405	11:12:11,102.206.430	863	1.079	-49.669	3.369	5.191	33.767	33.764	20.308
1	002410	11:12:11,188.734.180	188	7.174	134.567	1.300	2.337	25.198	18.579	5.591
1	002414	11:12:11,212.047.030	60	1.267	44.384	1.165	1.537	30.274	27.502	2.958
1	002417	11:12:11,279.151.730	191	-1.381	-9.612	1.416	2.100	15.975	5.637	3.868
1	002421	11:12:11,304.681.460	396	-12.315	162.523	1.394	2.993	14.571	13.154	14.716
1	002434	11:12:11,389.328.940	426	1.078	-50.534	1.749	3.997	34.692	34.359	16.278
1	002436	11:12:11,425.349.530	107	66.538	1606.301	1.512	4.890	24.205	24.139	23.671
1	002437	11:12:11,429.493.170	126	1.124	-21.591	1.317	3.671	32.441	14.349	4.573
1	002441	11:12:11,478.508.030	1309	2.259	62.246	2.497	4.573	25.627	25.199	32.610
1	002442	11:12:11,486.472.570	163	-1.026	8.350	1.161	3.235	21.278	5.827	2.982
1	002446	11:12:11,536.328.550	52	-0.124	22.624	1.117	1.721	22.975	22.452	3.267
1	002449	11:12:11,595.081.650	72	0.992	18.017	1.354	3.156	19.312	12.790	6.058
1	002453	11:12:11,705.723.420	305	1.135	11.744	1.005	3.801	7.887	7.763	24.021
1	002459	11:12:11,776.145.480	58	-1.110	8.567	1.264	2.071	24.296	5.734	1.629
1	002464	11:12:11,824.917.420	66	0.125	0.233	1.223	1.918	3.325	0.232	1.936
1	002466	11:12:11,860.747.690	105	0.623	16.650	1.192	3.304	22.352	14.133	6.424
1	002474	11:12:11,947.878.020	173	-23.495	348.015	1.372	2.180	29.984	14.799	5.089
1	002478	11:12:11,987.250.780	95	0.532	28.079	0.969	2.637	28.271	24.791	6.798
1	002480	11:12:11,997.452.200	208	2.491	67.157	1.869	3.404	27.935	25.015	11.768
1	002482	11:12:12,037.971.270	197	1.567	-33.684	1.225	2.808	23.410	18.119	7.577
1	002489	11:12:12,145.736.390	423	2.110	38.851	1.681	4.466	19.037	16.640	20.529
1	002492	11:12:12,182.568.560	81	1.592	-8.455	1.091	2.718	29.473	4.496	1.438
1	002504	11:12:12,305.034.290	833	0.118	4.765	1.961	6.115	4.817	4.732	60.269
1	002506	11:12:12,324.109.990	264	1.493	-56.761	0.975	3.328	32.345	31.581	12.939
1	002510	11:12:12,385.204.160	68	0.277	14.690	1.215	1.922	24.315	14.157	2.940
1	002513	11:12:12,418.454.570	48	1.235	-24.414	1.114	1.697	17.168	15.361	2.878
1	002528	11:12:12,557.483.040	244	3.429	6.097	1.569	2.582	15.379	1.707	3.550
1	002536	11:12:12,671.547.370	406	-9.944	-216.150	1.394	2.897	31.044	21.627	6.815
1	002538	11:12:12,703.860.840	368	-0.095	19.626	1.807	4.319	27.749	19.539	16.206
1	002545	11:12:12,778.312.000	102	2.860	-47.416	1.696	1.998	15.671	15.650	5.773
1	002546	11:12:12,781.853.500	91	1.905	-47.631	1.188	1.931	29.065	22.138	2.315
1	002550	11:12:12,805.163.420	61	1.064	15.969	1.003	1.667	14.167	10.937	2.242
1	002553	11:12:12,812.570.620	66	0.878	-5.773	1.010	2.632	33.925	4.338	1.091
1	002571	11:12:13,040.208.600	146	2.533	-41.098	1.566	2.582	25.206	15.091	5.910
1	002572	11:12:13,050.420.060	156	0.012	24.238	1.360	3.024	29.360	24.236	8.825
1	002574	11:12:13,090.921.780	67	6.453	-0.087	1.344	1.879	3.986	0.013	2.700
1	002576	11:12:13,127.197.830	73	1.990	-36.191	1.001	2.645	25.695	16.251	3.609
1	002579	11:12:13,233.048.300	193	-0.731	22.535	1.072	3.221	19.817	18.195	13.084
1	002588	11:12:13,334.971.400	200	-27.490	12.306	1.194	2.146	0.473	0.447	7.247
1	002590	11:12:13,341.305.330	320	0.903	-20.950	2.169	2.201	30.736	15.546	8.056
1	002591	11:12:13,362.990.200	414	-1.396	-29.914	1.452	3.954	34.032	17.417	8.605
1	002594	11:12:13,404.726.230	169	-4.412	32.875	1.598	3.252	8.670	7.267	8.691
1	002600	11:12:13,472.153.280	501	0.048	-23.987	1.939	19.573	24.686	23.959	267.957
1	002613	11:12:13,616.661.600	54	-26.688	121.875	0.849	2.320	29.503	4.563	1.247
1	002621	11:12:13,726.613.430	62	-0.140	-5.902	1.076	1.776	14.594	5.845	1.499
1	002625	11:12:13,786.162.420	251	0.649	-13.873	1.604	3.726	12.549	11.638	15.299
1	002631	11:12:13,860.511.390	138	3.958	80.081	1.072	2.238	25.550	19.616	5.788
1	002634	11:12:13,887.771.200	1893	-0.095	7.657	3.139	7.555	10.828	7.622	53.321
1	002637	11:12:13,938.137.630	375	1.213	-52.095	1.791	5.244	34.041	33.145	29.449
1	002639	11:12:13,962.648.680	42	2.953	78.953	0.901	2.035	26.588	25.320	4.707
1	002640	11:12:13,965.926.400	271	-0.113	26.127	1.415	4.235	30.449	25.962	16.900
1	002647	11:12:14,070.896.720	777	0.028	25.880	1.524	4.603	26.317	25.870	30.866
1	002651	11:12:14,089.181.970	101	-11.024	56.579	1.025	3.430	20.920	5.111	2.061
1	002660	11:12:14,130.792.470	67	-7.455	-38.075	0.853	2.967	19.234	5.062	1.153
1	002668	11:12:14,235.934.420	2706	1.628	21.707	3.501	7.471	17.544	11.363	55.310
1	002675	11:12:14,406.985.520	70	15.645	138.107	1.228	2.056	29.491	8.809	1.778
1	002680	11:12:14,428.714.560	115	0.920	-5.043	1.277	2.731	8.784	3.711	3.649
1	002681	11:12:14,429.626.900	418	0.779	-1.858	2.531	3.227	13.756	1.466	9.061
1	002683	11:12:14,439.890.500	4226	0.603	-37.969	2.008	4.127	33.061	32.521	24.906
1	002688	11:12:14,510.530.850	221	13.007	-125.426	0.893	2.532	12.441	9.615	9.253
1	002699	11:12:14,646.817.250	211	-1.924	68.471	1.949	3.409	35.232	31.575	11.356
1	002701	11:12:14,685.250.510	312	1.111	-37.918	1.510	3.740	33.667	25.365	13.037
1	002704	11:12:14,727.187.030	174	-0.331	16.188	1.548	3.300	29.475	15.366	7.157
1	002708	11:12:14,757.578.620	106	-1.089	-9.520	1.312	1.593	11.516	6.438	3.393
1	002723	11:12:14,915.901.480	68	6.894	123.770	1.050	2.556	19.754	17.767	7.404
1	002724	11:12:14,923.959.850	83	-80.776	1544.616	1.284	1.865	19.589	19.121	4.483
1	002725	11:12:14,932.455.880	220	-1.234	3.516	2.814	10.007	29.834	2.214	7.822
1	002728	11:12:14,965.770.650	179	-0.159	8.670	1.432	5.447	32.974	8.563	4.077
1	002745	11:12:15,200.762.750	476	38.681	-143.637	1.950	5.754	24.763	3.712	7.569
1	002746	11:12:15,204.015.390	89	-0.462	-20.788	1.332	2.299	21.051	18.874	4.789
1	002752	11:12:15,219.177.270	78	-0.548	2.149	1.037	2.078	8.729	1.885	1.253
1	002759	11:12:15,265.684.760	59	2.797	45.508	0.862	1.918	22.954	15.323	2.967
1	002771	11:12:15,432.803.280	161	1.915	6.804	1.046	4.226	13.660	3.149	2.917
1	002776	11:12:15,506.489.830	131	0.476	-24.073	2.545	5.998	30.845	21.738	14.781
1	002783	11:12:15,598.255.200	1249	-1.294	26.483	3.652	3.948	16.204	16.192	30.388
1	002791	11:12:15,685.419.270	963	0.219	-20.368	1.671	13.074	20.816	19.897	217.227
1	002797	11:12:15,768.610.050	254	-0.206	-12.290	2.191	3.143	17.685	12.037	10.487
1	002799	11:12:15,777.212.070	167	-0.760	26.272	1.371	2.674	21.094	20.913	10.872
1	002815	11:12:15,927.368.890	141	0.379	-23.749	1.230	2.501	24.340	22.207	7.930
1	002825	11:12:16,058.693.410	376	-3.003	44.017	1.659	5.900	16.726	13.906	31.714
1	002826	11:12:16,061.417.640	1025	0.292	-31.716	2.730	6.018	33.212	30.442	35.820
1	002830	11:12:16,131.318.450	63	-0.990	-6.249	0.924	1.984	5.365	4.442	3.583
1	002836	11:12:16,208.204.060	67	1.310	-41.924	1.053	1.836	29.990	25.437	2.749
1	002840	11:12:16,259.123.470	742	0.319	15.220	1.811	3.953	22.492	14.502	16.093
1	002842	11:12:16,275.467.170	120	-3.728	-84.867	1.018	3.512	28.686	21.987	10.728
1	002845	11:12:16,299.609.630	64	-0.465	-10.240	1.128	2.040	23.542	9.284	2.603
1	002857	11:12:16,381.097.500	344	1.069	32.406	1.450	3.598	22.438	22.134	12.703
1	002859	11:12:16,406.507.870	493	0.036	-29.412	2.147	3.495	32.713	29.393	19.437
1	002871	11:12:16,545.918.920	50	2.594	60.589	1.047	1.885	26.692	21.791	3.572
1	002872	11:12:16,550.951.710	264	0.136	6.969	1.888	3.479	6.907	6.906	15.053
1	002883	11:12:16,645.305.320	458	0.587	-39.374	0.917	6.161	34.414	33.951	24.840
1	002888	11:12:16,702.623.270	61	-0.856	31.055	1.182	1.917	29.543	23.596	3.307
1	002898	11:12:16,829.800.280	132	0.093	-10.337	1.924	2.374	24.416	10.293	5.999
1	002909	11:12:16,957.578.450	685	1.516	-14.732	1.788	6.184	11.995	8.114	23.958
1	002911	11:12:17,009.102.250	257	0.632	-9.314	1.309	5.096	27.891	7.873	4.718
1	002918	11:12:17,142.021.170	59	0.705	20.974	1.008	2.001	26.034	17.141	2.710
1	002929	11:12:17,203.440.340	491	-0.238	-16.561	1.299	3.329	24.216	16.111	9.685
1	002938	11:12:17,333.828.670	67	0.764	-16.965	0.687	2.514	23.228	13.484	3.584
1	002943	11:12:17,407.087.350	56	-1.120	30.472	0.987	1.895	29.360	20.297	2.996
1	002952	11:12:17,479.291.320	291	0.327	-16.637	1.057	5.335	15.818	15.815	36.733
1	002961	11:12:17,578.611.070	103	1.071	-8.393	2.236	3.062	10.903	5.729	7.115
1	002962	11:12:17,617.586.010	500	-3.298	-18.504	1.422	3.797	15.951	5.370	5.936
1	002965	11:12:17,672.641.550	273	0.023	-2.862	1.327	3.076	2.868	2.861	14.210
1	002969	11:12:17,705.998.720	92	-3.529	-21.000	1.234	2.981	6.299	5.725	8.841
1	002972	11:12:17,726.327.800	40	-0.131	14.758	1.150	1.537	27.580	14.633	1.758
1	002974	11:12:17,734.244.020	348	0.349	22.942	1.905	3.781	24.668	21.659	15.067
1	002977	11:12:17,793.791.000	271	0.057	21.769	1.303	4.132	24.541	21.733	16.936
1	002982	11:12:17,833.982.600	836	-1.270	14.797	1.624	5.021	25.829	9.153	9.842
1	002985	11:12:17,870.048.290	105	2.294	35.359	1.438	2.975	15.169	14.128	9.099
1	002994	11:12:17,950.401.750	88	0.871	-25.829	0.942	2.913	19.535	19.481	12.199
1	002996	11:12:17,993.188.350	2366	-2.310	-31.968	2.789	9.063	23.299	12.700	43.455
1	003002	11:12:18,046.981.180	70	27.945	-197.715	0.813	3.344	17.382	7.071	2.780
1	003008	11:12:18,105.196.870	1594	6.158	-160.298	2.190	3.712	33.477	25.692	15.804
1	003027	11:12:18,335.228.880	904	-0.943	-7.187	2.274	3.342	10.738	5.230	13.880
1	003030	11:12:18,366.036.280	147	-2.673	-13.407	1.486	2.968	30.642	4.698	3.094
1	003047	11:12:18,538.801.090	178	0.831	-27.911	1.534	2.781	22.119	21.464	8.430
1	003053	11:12:18,589.582.810	85	-5.263	66.526	1.072	3.991	22.326	12.418	6.157
1	003057	11:12:18,639.089.080	230	-0.884	-26.088	2.675	3.631	21.353	19.547	15.183
1	003063	11:12:18,740.201.990	769	-7.314	-48.689	2.420	3.377	9.074	6.596	16.773
1	003067	11:12:18,767.159.140	61	2.814	-9.342	1.167	2.062	31.297	3.128	1.655
1	003081	11:12:18,893.570.380	515	-0.979	-37.564	1.849	4.584	33.986	26.836	23.245
1	003085	11:12:18,928.958.870	121	0.229	7.095	1.526	2.576	12.362	6.916	5.046
1	003096	11:12:19,029.208.480	75	4.390	-101.172	1.152	2.259	29.227	22.471	3.580
1	003097	11:12:19,029.411.600	172	0.057	25.324	1.712	3.719	25.314	25.283	14.002
1	003112	11:12:19,151.671.040	161	0.115	-9.748	1.354	2.353	9.925	9.685	6.458
1	003119	11:12:19,226.322.600	66	0.414	-22.497	0.000	2.666	24.661	20.785	7.991
1	003137	11:12:19,511.334.080	225	-1.858	-20.268	1.814	4.451	22.060	9.607	8.283
1	003139	11:12:19,550.133.190	103	10.988	-286.189	1.380	3.947	26.761	25.939	14.828
1	003140	11:12:19,564.382.320	75	-3.213	-14.916	1.409	1.975	21.519	4.432	2.773
1	003144	11:12:19,618.462.520	131	-3.213	71.139	1.291	2.176	29.958	21.140	5.511
1	003149	11:12:19,684.755.460	58	8.149	-204.744	1.287	1.978	26.414	24.938	4.170
1	003153	11:12:19,756.241.660	118	-0.148	0.423	1.227	2.623	27.015	0.419	1.500
1	003154	11:12:19,759.715.010	51	0.041	-3.475	0.730	3.056	7.504	3.472	1.943
1	003158	11:12:19,826.865.470	50	3.260	-17.592	0.988	2.188	5.724	5.160	4.396
1	003164	11:12:19,871.631.480	874	-2.962	77.912	2.081	8.103	24.942	24.923	81.679
1	003168	11:12:19,899.724.300	83	-4.261	18.588	1.477	1.987	10.713	4.247	2.853
1	003176	11:12:19,965.420.650	61	-2.270	-42.532	1.037	1.904	18.386	17.144	3.503
1	003190	11:12:20,108.195.330	163	6.276	164.375	1.197	4.931	31.296	25.863	18.439
1	003205	11:12:20,280.856.950	68	-0.564	-21.939	1.254	1.947	28.129	19.108	3.351
1	003207	11:12:20,288.462.620	171	-0.061	17.633	1.003	3.121	24.963	17.600	9.221
1	003210	11:12:20,307.963.240	75	-2.847	-64.204	1.467	2.453	21.281	21.280	6.214
1	003221	11:12:20,393.386.280	311	-0.406	26.526	1.301	3.215	29.011	24.575	14.986
1	003223	11:12:20,406.727.900	657	3.836	-20.444	2.527	3.176	13.368	5.157	14.425
1	003230	11:12:20,504.537.100	215	-0.357	-19.160	1.502	5.966	23.352	18.042	25.815
1	003232	11:12:20,549.910.000	608	-1.130	10.768	1.830	4.552	10.781	7.137	17.195
1	003234	11:12:20,617.467.840	148	1.590	31.656	1.525	3.529	26.572	16.852	8.383
1	003235	11:12:20,636.406.070	54	0.513	-21.269	1.199	2.096	23.310	18.924	3.733
1	003236	11:12:20,653.405.280	374	1.680	-62.268	1.443	2.504	34.639	31.845	5.111
1	003241	11:12:20,703.775.900	71	33.296	432.077	0.816	2.952	26.733	12.971	2.961
1	003249	11:12:20,777.505.330	124	-4.219	-9.935	1.221	3.149	17.015	2.291	2.097
1	003252	11:12:20,840.693.300	323	1.769	-35.710	1.341	3.808	24.826	17.573	9.954
1	003260	11:12:20,937.269.550	255	0.086	-0.672	1.362	11.957	19.604	0.670	2.271
1	003265	11:12:20,997.019.530	81	-1.169	-20.153	1.201	2.618	23.169	13.100	3.270
1	003266	11:12:21,015.268.280	2095	1.415	-55.519	1.820	3.803	32.631	32.039	24.925
1	003306	11:12:21,439.403.690	234	0.453	17.786	1.321	2.428	29.346	16.200	5.796
1	003312	11:12:21,574.670.130	43	-0.089	-4.567	1.098	1.581	24.149	4.549	1.244
1	003335	11:12:21,899.468.800	170	-1.989	59.585	1.546	2.643	31.609	26.761	9.171
1	003339	11:12:21,941.384.710	58	0.371	-23.507	1.248	1.837	24.658	22.041	4.006
1	003363	11:12:22,257.191.330	446	0.209	26.696	1.527	5.055	29.797	26.134	30.721
1	003367	11:12:22,283.578.730	254	0.069	-9.647	1.780	3.223	20.039	9.624	8.341
1	003368	11:12:22,299.919.310	41	1.381	-24.151	1.108	1.703	33.669	14.167	1.477
1	003377	11:12:22,389.728.530	165	1.391	11.963	1.484	3.057	16.985	6.982	5.097
1	003388	11:12:22,534.488.410	75	-1.083	2.823	1.264	1.859	17.755	1.916	1.631
1	003393	11:12:22,606.056.020	88	-0.559	-10.885	1.002	3.924	18.487	9.501	4.576
1	003404	11:12:22,734.278.960	349	0.090	20.041	2.170	3.702	19.974	19.961	26.443
1	003406	11:12:22,755.658.810	274	1.270	-25.749	1.661	3.269	18.214	15.931	11.304
1	003409	11:12:22,770.680.090	76	-3.965	-73.569	1.601	2.136	28.738	17.990	4.701
1	003416	11:12:22,829.245.020	941	-0.692	17.748	1.860	10.331	18.101	14.598	82.855
1	003429	11:12:22,986.665.120	291	-0.580	-25.164	1.136	3.443	26.746	21.769	14.207
1	003430	11:12:22,988.745.880	931	11.947	25.560	1.903	5.102	5.762	2.132	13.126
1	003431	11:12:22,992.396.380	73	1.603	43.553	1.035	1.699	24.273	23.054	3.010
1	003446	11:12:23,166.254.850	163	2.508	31.008	1.700	2.486	17.439	11.486	7.264
1	003451	11:12:23,193.874.950	70	0.414	2.813	0.000	3.103	20.395	2.599	0.183
1	003452	11:12:23,195.014.540	65	0.792	17.950	0.732	2.940	14.075	14.075	8.926
1	003463	11:12:23,298.818.590	308	-0.012	-1.409	1.730	2.946	10.208	1.409	6.434
1	003470	11:12:23,398.222.760	61	0.414	14.061	0.000	3.344	12.999	12.991	11.237
1	003475	11:12:23,459.263.900	64	1.285	43.924	1.077	1.729	27.983	26.974	3.223
1	003476	11:12:23,483.670.040	557	5.032	76.930	3.170	8.036	24.510	14.996	38.172
1	003481	11:12:23,541.269.480	370	-0.727	16.598	1.436	4.537	19.351	13.423	12.376
1	003495	11:12:23,644.819.250	66	0.353	0.443	1.233	2.468	24.857	0.417	1.560
1	003510	11:12:23,952.318.360	53	0.322	0.434	1.460	1.943	25.026	0.413	2.713
1	003511	11:12:23,954.929.030	571	-2.045	30.971	3.223	7.789	32.342	13.604	38.078
