Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth
1	006678	11:13:01,332.353.770	184	0.408	-2.101	1.734	3.930	3.619	1.946	7.708
1	006681	11:13:01,343.403.980	227	0.107	26.724	1.159	5.178	32.078	26.571	26.666
1	006685	11:13:01,384.342.420	238	0.631	7.912	2.703	2.992	29.370	6.691	8.312
1	006689	11:13:01,475.378.150	1260	6.394	-2.188	2.699	4.724	8.593	0.338	16.775
1	006691	11:13:01,490.328.420	130	1.311	-13.597	0.749	2.261	16.512	8.246	3.348
1	006700	11:13:01,581.393.030	405	2.024	-73.004	1.493	2.263	35.891	32.331	6.748
1	006707	11:13:01,691.436.020	383	1.418	21.096	1.920	9.424	24.967	12.159	26.112
1	006731	11:13:02,034.041.250	235	37.685	-803.972	1.778	3.536	33.503	21.326	14.153
1	006744	11:13:02,153.559.380	308	-0.344	-20.171	1.680	2.580	23.970	19.076	8.394
1	006745	11:13:02,159.809.510	58	2.192	62.723	1.005	2.354	26.789	26.033	6.863
1	006748	11:13:02,192.086.450	79	1.762	-12.251	0.910	2.522	24.616	6.046	1.601
1	006749	11:13:02,194.698.070	67	2.854	48.315	0.733	2.543	21.667	15.975	5.738
1	006751	11:13:02,208.413.700	63	2.071	6.036	0.983	2.594	6.303	2.625	2.088
1	006754	11:13:02,277.264.820	111	-2.086	28.275	0.923	4.417	23.608	12.222	5.036
1	006768	11:13:02,408.879.100	278	3.647	-59.298	1.979	3.729	17.286	15.680	15.819
1	006774	11:13:02,562.442.020	245	-8.735	-111.339	2.224	3.794	13.267	12.664	17.579
1	006777	11:13:02,586.021.400	4790	0.359	-32.787	1.632	3.437	34.228	30.862	11.978
1	006787	11:13:02,686.578.440	166	1.656	56.657	0.986	3.423	29.315	29.286	18.877
1	006790	11:13:02,722.004.220	283	2.518	53.590	1.177	6.912	21.166	19.778	46.188
1	006794	11:13:02,806.168.580	76	2.334	-9.571	0.980	2.695	13.934	3.770	2.700
1	006811	11:13:03,028.672.500	102	2.094	-4.725	0.918	3.054	31.011	2.036	0.965
1	006815	11:13:03,053.919.650	106	-4.546	-70.942	1.123	4.188	18.219	15.241	13.904
1	006830	11:13:03,213.253.430	69	-0.088	-9.832	1.138	1.628	23.108	9.795	1.607
1	006841	11:13:03,370.104.920	62	-0.153	-10.516	1.170	1.597	10.406	10.396	3.373
1	006855	11:13:03,565.267.890	356	-0.698	12.339	1.503	5.440	14.739	10.116	21.861
1	006860	11:13:03,687.763.700	59	4.699	-80.994	0.962	2.185	19.546	16.859	4.409
1	006867	11:13:03,750.118.850	136	2.467	0.308	1.387	2.709	7.837	0.116	2.326
1	006893	11:13:04,217.556.360	88	-0.243	-13.616	1.164	2.403	13.580	13.231	8.153
1	006894	11:13:04,218.854.810	74	4.128	23.765	1.112	2.383	27.773	5.595	1.645
1	006904	11:13:04,354.229.430	804	2.006	31.566	1.773	5.215	15.727	14.084	32.837
1	006908	11:13:04,459.018.090	49	27.215	-305.860	0.890	2.163	12.078	11.231	4.761
1	006913	11:13:04,505.800.510	197	1.276	29.064	1.427	2.567	27.112	17.929	4.209
1	006927	11:13:04,643.711.510	1381	1.079	-26.755	3.857	7.261	24.415	18.187	53.103
1	006930	11:13:04,659.547.790	67	0.157	-16.338	0.916	1.905	16.320	16.140	4.914
1	006932	11:13:04,692.759.740	171	49.290	-628.557	1.375	5.120	23.107	12.750	10.982
1	006934	11:13:04,698.395.550	209	-0.897	-16.031	1.598	4.180	11.978	11.935	19.500
1	006948	11:13:04,980.837.730	49	-8.428	-35.698	1.080	1.908	14.374	4.206	1.344
1	006952	11:13:05,018.218.860	46	3.219	-46.028	1.030	2.036	28.120	13.654	1.988
1	006967	11:13:05,164.541.520	222	-0.514	21.231	1.592	4.783	21.904	18.882	17.466
1	006968	11:13:05,169.194.560	105	1.428	-30.082	1.854	2.677	17.809	17.252	6.307
1	006977	11:13:05,233.550.170	120	-3.164	-6.001	1.415	4.748	10.121	1.809	2.933
1	006982	11:13:05,281.486.600	175	1.342	17.928	1.874	2.979	18.287	10.714	6.842
1	006989	11:13:05,363.409.790	50	0.708	-8.657	0.965	1.990	22.835	7.065	1.428
1	006990	11:13:05,393.518.060	137	-0.504	-17.961	1.488	2.855	17.641	16.036	7.529
1	006994	11:13:05,443.732.090	244	-1.533	-8.701	1.291	4.605	16.799	4.754	4.641
1	006995	11:13:05,465.734.110	4436	-0.452	-33.523	5.230	7.399	31.377	30.549	82.850
1	006996	11:13:05,466.263.750	453	-0.260	-24.294	1.447	3.258	26.510	23.512	12.284
1	007004	11:13:05,536.839.050	98	-1.258	-27.472	1.050	3.237	20.441	17.093	8.979
1	007005	11:13:05,552.178.260	75	-0.235	19.878	1.382	3.166	26.088	19.353	5.113
1	007008	11:13:05,567.655.540	214	-0.099	21.098	2.059	3.736	34.056	20.995	10.725
1	007015	11:13:05,661.283.990	1949	2.019	-73.986	2.674	4.757	34.676	32.843	37.744
1	007023	11:13:05,792.312.150	301	-10.352	-105.855	1.426	2.375	32.478	10.178	4.235
1	007025	11:13:05,821.816.640	87	-0.327	14.207	0.894	2.919	31.749	13.503	2.232
1	007029	11:13:05,884.201.570	84	0.683	-10.546	0.935	3.888	26.314	8.709	2.363
1	007035	11:13:05,943.188.260	58	5.877	179.550	1.270	1.833	30.147	30.120	4.500
1	007036	11:13:05,960.277.610	158	-0.815	-3.809	1.555	1.687	25.645	2.952	3.750
1	007039	11:13:05,990.811.970	77	3.321	92.591	1.261	2.013	27.582	26.700	4.475
1	007040	11:13:06,002.488.700	6883	0.385	-30.478	1.879	2.999	32.025	28.443	29.529
1	007045	11:13:06,056.750.450	97	0.089	11.234	1.669	2.357	27.944	11.190	3.868
1	007046	11:13:06,060.394.990	240	-2.328	24.419	1.601	3.403	13.949	9.639	8.691
1	007056	11:13:06,162.794.600	108	-0.256	-4.558	1.573	2.080	6.360	4.416	4.423
1	007060	11:13:06,205.594.700	1303	-1.451	28.554	2.771	5.133	16.218	16.203	42.925
1	007067	11:13:06,282.858.370	941	-2.762	11.804	2.357	3.707	26.201	4.019	13.402
1	007071	11:13:06,322.493.920	69	-0.661	26.955	0.867	1.921	29.165	22.487	3.914
1	007072	11:13:06,341.710.920	61	-4.831	-41.240	0.882	2.770	15.785	8.360	2.674
1	007074	11:13:06,374.756.200	111	1.055	-32.920	1.466	3.892	26.553	22.642	13.834
1	007080	11:13:06,439.341.780	74	-2.264	21.544	1.199	2.733	28.684	8.705	2.683
1	007085	11:13:06,537.181.040	81	11.993	-155.061	1.195	2.708	19.242	12.885	4.601
1	007097	11:13:06,762.606.890	73	2.685	-3.611	1.324	3.505	30.168	1.260	1.641
1	007108	11:13:06,872.834.140	469	-0.767	-7.039	1.723	3.572	32.446	5.585	6.980
1	007115	11:13:06,968.034.770	305	-0.629	-11.753	4.586	14.412	26.966	9.948	56.545
1	007120	11:13:07,024.161.950	121	5.293	2.324	1.216	1.716	5.048	0.431	3.816
1	007123	11:13:07,028.549.410	210	-1.460	-38.555	1.683	2.747	22.895	21.791	10.398
1	007128	11:13:07,084.529.250	345	-0.763	6.301	2.382	3.810	15.478	5.010	8.808
1	007141	11:13:07,251.579.810	206	0.505	-19.112	1.483	2.930	21.737	17.057	9.012
1	007152	11:13:07,549.981.650	181	-0.395	-17.863	1.589	2.477	28.012	16.616	7.009
1	007156	11:13:07,640.044.830	97	-23.953	75.452	1.022	1.293	15.486	3.147	1.172
1	007157	11:13:07,641.411.690	3194	0.792	-41.729	1.732	3.206	32.933	32.711	14.108
1	007158	11:13:07,660.230.850	40	1.282	4.483	1.055	1.790	3.730	2.757	2.337
1	007162	11:13:07,692.789.510	920	-0.609	25.911	3.304	3.555	25.075	22.127	24.819
1	007174	11:13:07,921.161.960	3758	-0.058	-15.379	2.837	10.756	15.353	15.353	187.151
1	007182	11:13:08,073.921.130	121	-4.165	-60.503	1.391	2.334	14.150	14.124	8.573
1	007184	11:13:08,122.400.910	77	0.849	0.282	1.127	2.201	5.849	0.215	1.014
1	007191	11:13:08,208.372.470	171	0.604	31.970	1.368	2.969	27.835	27.362	13.132
1	007194	11:13:08,230.820.600	514	-0.892	-12.405	1.305	3.266	15.891	9.256	9.960
1	007200	11:13:08,313.710.650	60	-0.842	-19.334	1.238	1.900	14.949	14.792	4.396
1	007215	11:13:08,473.335.080	56	0.435	-11.846	1.213	1.932	23.624	10.864	2.271
1	007217	11:13:08,503.619.100	130	1.529	7.465	1.145	3.112	4.497	4.087	9.119
1	007225	11:13:08,572.134.540	46	-172.162	-2928.429	0.949	2.148	18.205	17.009	4.415
1	007231	11:13:08,628.172.950	55	0.414	-2.809	1.486	1.958	14.445	2.596	2.746
1	007240	11:13:08,681.400.490	308	1.389	9.160	1.685	3.538	25.971	5.351	5.698
1	007243	11:13:08,697.431.060	57	-2.342	57.392	1.126	1.683	30.434	22.541	2.335
1	007253	11:13:08,808.635.950	527	-1.774	-43.975	1.672	3.440	30.884	21.598	11.758
1	007275	11:13:09,083.303.980	306	-0.127	-14.161	1.396	2.847	17.927	14.047	11.822
1	007278	11:13:09,129.015.620	71	-0.560	-14.909	1.233	1.956	17.879	13.010	3.549
1	007283	11:13:09,183.670.670	52	4.185	-39.008	0.857	2.354	13.428	9.066	2.586
1	007289	11:13:09,265.453.010	323	2.195	-73.180	1.548	3.561	33.460	30.336	10.186
1	007294	11:13:09,306.565.380	192	-1.268	28.317	1.711	6.161	25.771	17.537	21.331
1	007298	11:13:09,316.184.210	241	-4.115	-34.054	1.390	3.704	23.638	8.042	5.068
1	007311	11:13:09,449.443.510	20393	-0.484	-9.153	3.833	11.281	28.785	8.238	92.736
1	007312	11:13:09,455.769.350	146	-0.262	5.592	1.111	2.372	8.233	5.409	5.259
1	007325	11:13:09,608.200.900	50	-0.502	13.553	0.898	1.909	12.638	12.113	4.740
1	007327	11:13:09,622.552.670	61	-0.223	-3.209	0.761	6.754	19.940	3.132	1.892
1	007336	11:13:09,737.594.540	230	-1.334	10.277	1.160	5.054	15.912	6.163	6.647
1	007350	11:13:09,902.183.360	826	-2.726	72.265	2.074	2.748	30.351	24.890	13.902
1	007352	11:13:09,905.897.820	78	2.398	-18.656	0.952	2.666	20.569	7.180	2.007
1	007357	11:13:09,934.510.120	497	0.770	-41.910	0.839	3.501	33.204	33.204	14.689
1	007363	11:13:09,998.681.800	111	1.526	-25.846	1.663	6.237	27.959	14.164	14.334
1	007370	11:13:10,171.377.820	376	0.209	14.714	1.782	4.371	14.408	14.401	29.424
1	007371	11:13:10,175.530.310	63	9.244	-267.392	1.461	1.846	30.783	28.758	3.933
1	007375	11:13:10,285.731.810	146	8.261	-225.877	1.912	6.881	29.255	27.146	40.666
1	007387	11:13:10,397.243.200	73	28.478	-106.060	1.293	1.828	4.145	3.722	4.144
1	007390	11:13:10,457.699.150	193	0.517	-28.437	1.319	2.863	28.813	25.261	8.175
1	007394	11:13:10,493.737.370	168	-5.187	-79.648	1.019	3.021	16.128	15.076	11.612
1	007400	11:13:10,557.022.020	416	1.404	22.095	1.763	6.130	17.899	12.818	21.626
1	007405	11:13:10,590.046.680	92	0.114	-20.033	1.024	2.290	26.880	19.905	4.196
1	007406	11:13:10,591.792.970	355	2.286	-78.933	0.737	3.947	34.348	31.637	18.319
1	007407	11:13:10,605.527.010	44	-2.494	59.612	1.145	1.658	27.328	22.183	2.632
1	007410	11:13:10,620.773.920	629	0.066	21.676	2.000	6.267	23.752	21.629	45.879
1	007414	11:13:10,637.204.830	87	-1.637	44.388	1.039	2.343	25.858	23.138	5.981
1	007417	11:13:10,667.045.000	1954	-15.753	225.068	2.944	6.667	14.621	14.259	66.884
1	007430	11:13:10,856.308.250	173	-2.449	-23.891	1.155	3.459	13.079	9.030	10.171
1	007433	11:13:10,910.735.590	316	-0.436	-19.536	1.618	3.786	22.983	17.906	15.073
1	007442	11:13:11,030.299.370	1366	0.347	-31.314	2.200	2.900	32.953	29.587	9.899
1	007451	11:13:11,141.324.760	91	0.011	-13.813	1.045	2.313	17.731	13.812	5.187
1	007452	11:13:11,142.381.590	91	0.346	-21.704	1.482	1.797	20.512	20.512	4.135
1	007454	11:13:11,166.546.850	235	113.512	-2334.194	1.523	2.387	30.833	20.563	7.747
1	007455	11:13:11,186.525.390	714	4.161	28.026	1.546	4.476	22.339	6.550	6.493
1	007462	11:13:11,256.564.630	65	-0.010	8.498	0.958	2.407	24.980	8.497	2.096
1	007463	11:13:11,278.444.070	423	-0.030	12.818	1.527	3.546	13.063	12.812	16.404
1	007471	11:13:11,410.507.860	52	2.089	-19.148	1.151	1.957	9.714	8.269	4.386
1	007484	11:13:11,560.784.820	519	-1.078	-11.056	1.501	5.060	11.008	7.520	17.374
1	007488	11:13:11,634.183.780	61	-0.113	-17.199	0.724	6.262	24.780	17.090	18.444
1	007491	11:13:11,659.037.860	80	-1.281	-20.182	1.024	4.216	14.879	12.420	14.899
1	007504	11:13:11,829.220.800	191	1.595	-20.761	1.661	6.488	17.197	11.030	20.402
1	007508	11:13:11,923.546.770	56	-3.461	53.154	1.146	15.620	15.633	14.755	212.908
1	007533	11:13:12,246.964.260	73	0.360	-33.262	1.092	2.638	34.528	31.299	7.289
1	007540	11:13:12,337.956.220	65	2.409	54.038	0.949	2.110	28.239	20.720	2.959
1	007558	11:13:12,571.799.020	247	0.171	25.521	1.367	2.552	25.234	25.155	10.254
1	007574	11:13:12,782.452.400	610	4.220	-113.685	1.509	4.810	32.214	26.213	52.019
1	007575	11:13:12,783.193.900	97	1.975	-47.622	2.048	2.862	21.945	21.511	9.642
1	007591	11:13:12,920.792.430	585	-0.070	30.282	2.069	4.365	30.237	30.207	25.683
1	007595	11:13:12,959.450.330	74	1.121	3.970	0.541	3.634	31.705	2.643	0.437
1	007598	11:13:13,000.578.070	4275	0.201	-26.263	1.869	4.287	31.984	25.749	41.327
1	007600	11:13:13,006.237.010	654	0.118	-28.977	3.629	14.601	31.096	28.776	341.117
1	007602	11:13:13,050.434.910	42	1.192	19.122	1.096	1.684	24.839	12.288	1.761
1	007603	11:13:13,086.606.460	252	1.254	26.100	1.378	3.550	33.048	16.273	5.580
1	007629	11:13:13,388.178.840	69	7.253	206.326	0.985	2.402	29.512	28.181	8.274
1	007644	11:13:13,567.438.430	955	0.093	22.104	1.818	6.311	25.105	22.009	56.721
1	007649	11:13:13,597.708.090	151	7.454	-106.305	1.281	2.321	28.407	14.135	3.723
1	007653	11:13:13,641.436.310	809	-1.930	66.613	2.095	7.454	31.382	30.645	72.403
1	007657	11:13:13,677.475.170	409	0.637	21.416	2.323	5.032	20.574	18.065	26.508
1	007661	11:13:13,710.780.960	94	0.346	-6.764	0.818	2.951	16.052	6.393	2.981
1	007676	11:13:13,893.420.120	67	-0.148	16.850	0.913	1.935	22.176	16.669	2.360
1	007677	11:13:13,899.746.070	133	4.947	-70.619	1.657	2.196	23.083	13.993	2.817
1	007682	11:13:13,979.714.210	107	-0.067	20.400	1.156	2.965	28.160	20.355	6.115
1	007687	11:13:14,070.533.580	203	-0.239	-12.323	1.742	3.918	12.059	11.987	17.518
1	007688	11:13:14,076.969.210	71	-0.141	2.742	0.957	1.899	8.160	2.715	1.360
1	007689	11:13:14,077.837.620	77	0.968	40.726	1.001	2.413	30.029	29.260	5.057
1	007716	11:13:14,365.805.700	80	-1.093	-24.414	0.964	3.251	22.311	16.481	5.768
1	007718	11:13:14,377.433.280	131	-2.550	-1.992	1.461	2.358	5.183	0.727	3.419
1	007746	11:13:14,700.105.240	80	2.832	-42.627	1.455	2.581	35.087	14.193	4.250
1	007747	11:13:14,706.472.920	276	-1.447	37.553	2.346	2.962	22.986	21.348	12.145
1	007755	11:13:14,814.785.440	278	-1.532	13.521	1.825	3.054	17.784	7.391	6.552
1	007759	11:13:14,864.892.420	91	-1.760	20.227	1.266	4.984	20.414	9.991	7.137
1	007760	11:13:14,865.847.160	424	4.852	4.001	1.619	5.567	28.953	0.808	4.695
1	007770	11:13:14,932.539.790	77	0.513	20.418	0.702	4.589	18.671	18.165	21.503
1	007771	11:13:14,943.913.740	80	0.022	4.862	0.983	2.301	15.776	4.860	1.421
1	007777	11:13:15,030.819.470	89	2.325	42.774	1.171	2.148	18.826	16.903	5.356
1	007785	11:13:15,212.934.800	334	-3.270	33.104	0.829	1.910	35.058	9.681	1.200
1	007786	11:13:15,226.031.540	59	-4.945	62.019	0.927	1.759	18.215	12.292	2.383
1	007789	11:13:15,256.456.790	505	1.377	-30.394	1.413	4.005	18.142	17.864	22.187
1	007804	11:13:15,590.581.420	1030	0.423	-11.738	1.881	5.183	18.239	10.809	19.327
1	007806	11:13:15,618.407.500	47	-0.480	-15.602	0.751	2.726	15.160	14.068	8.151
1	007811	11:13:15,656.011.510	122	1.033	29.548	1.340	3.050	31.289	20.550	5.347
1	007813	11:13:15,672.257.880	421	1.090	-38.664	1.521	6.517	28.307	26.137	43.612
1	007814	11:13:15,675.616.100	69	5.174	109.524	1.233	2.095	26.053	20.783	3.617
1	007829	11:13:15,883.523.090	63	7.615	-199.550	1.535	1.701	26.708	25.983	3.376
1	007831	11:13:15,891.629.970	427	13.440	377.535	1.481	3.789	28.860	28.013	31.679
1	007836	11:13:15,960.670.350	83	-0.384	27.116	1.242	1.801	26.382	25.314	3.652
1	007841	11:13:15,992.285.070	452	1.658	-39.451	2.914	4.330	20.891	20.380	25.025
1	007844	11:13:16,004.992.140	216	-0.440	13.698	1.096	4.095	32.354	12.539	5.198
1	007847	11:13:16,029.229.610	163	1.789	2.228	0.988	5.506	28.067	1.087	2.010
1	007852	11:13:16,103.299.470	1355	-2.327	30.967	3.478	5.473	31.201	12.229	16.068
1	007855	11:13:16,149.897.940	221	0.023	-10.049	1.645	3.268	10.993	10.046	12.801
1	007859	11:13:16,208.094.930	97	2.890	-44.015	1.356	4.303	21.384	14.393	9.968
1	007860	11:13:16,208.859.640	2243	2.387	-79.853	2.371	6.617	33.254	30.854	63.073
1	007872	11:13:16,298.538.630	118	-1.855	-39.789	1.348	4.209	32.225	18.880	9.717
1	007873	11:13:16,302.076.270	362	22.019	514.736	1.626	5.684	24.575	23.353	39.781
1	007879	11:13:16,343.404.070	61	-0.577	29.253	1.139	2.198	28.065	25.343	4.227
1	007881	11:13:16,367.508.320	205	2.426	68.420	1.302	3.475	27.774	26.074	11.359
1	007901	11:13:16,692.018.680	801	-1.630	3.797	3.456	12.907	32.358	1.985	11.579
1	007902	11:13:16,693.605.090	52	-0.480	1.588	1.128	1.991	14.900	1.432	1.175
1	007907	11:13:16,755.105.600	72	-0.981	1.612	0.803	2.649	6.862	1.151	1.219
1	007910	11:13:16,781.483.810	97	-0.517	13.404	1.068	3.419	29.219	11.905	2.636
1	007914	11:13:16,886.224.640	268	0.166	-22.375	1.667	5.353	22.083	22.074	35.616
1	007918	11:13:16,936.370.860	4801	-0.240	-2.431	4.633	7.312	21.290	2.364	43.912
1	007931	11:13:17,054.021.200	55	-1.644	-33.625	1.472	22.319	17.940	17.477	400.143
1	007933	11:13:17,095.460.220	90	-0.612	3.185	0.993	2.603	25.800	2.717	2.250
1	007934	11:13:17,106.283.150	63	2.040	27.403	1.354	2.432	30.069	12.062	3.003
1	007944	11:13:17,252.745.470	92	-2.244	23.175	1.259	2.511	13.869	9.434	5.139
1	007950	11:13:17,338.412.180	101	115.913	3254.334	1.131	2.051	28.075	28.075	4.461
1	007960	11:13:17,527.923.520	158	1.290	26.458	1.330	2.453	25.531	16.207	4.022
1	007961	11:13:17,532.780.370	363	-1.468	30.806	1.773	3.543	25.856	17.344	10.562
1	007964	11:13:17,551.045.850	811	0.131	26.455	2.685	3.381	33.954	26.230	25.651
1	007965	11:13:17,582.110.820	544	0.310	-24.865	1.926	3.940	24.712	23.753	23.683
1	007966	11:13:17,599.918.960	58	2.690	22.746	0.930	2.079	15.696	7.926	2.012
1	007974	11:13:17,700.139.550	42	-68.030	-1134.581	0.929	2.102	16.998	16.676	4.973
1	007975	11:13:17,716.737.300	101	-8.397	-144.219	1.582	3.143	21.493	17.055	6.883
1	007977	11:13:17,742.435.520	133	4.194	120.187	1.274	3.951	30.352	27.874	15.139
1	007991	11:13:17,933.901.030	52	1.469	-7.225	0.738	2.448	7.184	4.065	3.538
1	008001	11:13:18,125.733.680	93	-2.540	-68.114	0.743	4.121	26.001	24.955	18.546
1	008009	11:13:18,236.302.170	2401	0.605	-38.258	2.154	2.743	33.646	32.731	8.813
1	008014	11:13:18,296.719.340	97	-9.283	-145.885	1.100	2.587	16.552	15.624	7.498
1	008018	11:13:18,314.869.500	3874	0.516	-37.073	1.931	3.699	34.042	32.946	18.693
1	008026	11:13:18,477.935.140	4370	0.274	-33.758	1.436	3.931	33.698	32.562	89.368
1	008032	11:13:18,549.671.140	608	2.157	-77.668	1.917	3.672	34.131	32.667	18.700
1	008036	11:13:18,606.277.620	288	-0.499	4.005	2.144	3.051	21.899	3.584	7.469
1	008039	11:13:18,629.546.140	118	-5.272	-153.217	1.518	2.233	29.362	28.551	7.655
1	008046	11:13:18,677.846.390	1012	1.517	-6.145	5.697	9.471	33.563	3.382	52.462
1	008052	11:13:18,747.674.140	119	-0.466	2.272	0.952	3.142	2.122	2.059	10.832
1	008053	11:13:18,756.945.100	81	-0.449	-16.937	1.133	2.673	16.111	15.453	9.206
1	008060	11:13:18,810.438.930	749	0.029	-6.650	3.264	3.786	15.769	6.647	20.921
1	008061	11:13:18,812.334.450	107	2.328	-4.414	1.703	2.939	8.858	1.742	4.035
1	008062	11:13:18,813.300.660	159	1.216	45.636	1.401	1.793	29.079	28.985	6.210
1	008063	11:13:18,813.518.440	80	-0.062	-14.212	1.083	1.664	14.898	14.184	3.065
1	008077	11:13:18,980.862.190	99	-32.254	638.695	1.711	2.358	22.948	19.792	6.167
1	008082	11:13:19,000.111.420	4030	1.726	-68.329	1.988	3.288	34.819	34.260	30.743
1	008085	11:13:19,007.078.960	157	-0.981	-0.342	1.093	2.729	3.780	0.244	2.602
1	008087	11:13:19,034.271.160	173	-1.528	-37.156	1.016	2.551	23.813	20.348	6.966
1	008091	11:13:19,104.112.100	47	-10.448	146.575	0.965	2.210	15.345	13.965	4.489
1	008094	11:13:19,116.561.140	623	-0.348	6.255	1.568	4.003	16.451	5.908	8.073
1	008103	11:13:19,370.779.310	155	1.369	-27.529	1.793	5.803	31.413	16.242	13.325
1	008113	11:13:19,532.573.480	277	-0.375	2.212	1.643	5.721	10.185	2.071	4.831
1	008116	11:13:19,601.117.990	404	0.708	-42.248	0.656	6.245	34.836	34.488	29.681
1	008117	11:13:19,615.848.840	312	0.384	-25.174	1.533	2.773	23.529	23.497	13.788
1	008135	11:13:19,816.522.520	146	-1.476	-34.144	1.556	2.795	27.729	19.152	6.128
1	008143	11:13:19,915.697.520	1198	0.505	-1.163	2.244	6.779	30.406	1.038	9.942
1	008145	11:13:19,933.277.390	121	1.331	-30.054	1.349	2.934	19.516	18.052	11.069
1	008147	11:13:19,997.054.200	886	-2.922	-16.290	1.971	4.876	23.930	5.275	10.047
1	008155	11:13:20,124.640.730	1878	0.627	-17.415	2.589	6.534	23.052	14.754	35.702
1	008156	11:13:20,128.537.580	974	-5.893	152.794	2.722	4.106	27.784	25.561	22.255
1	008160	11:13:20,163.752.890	109	0.415	0.272	1.431	2.582	19.515	0.251	2.756
1	008162	11:13:20,168.985.460	63	-1.354	12.020	0.686	4.049	18.800	7.141	2.418
1	008167	11:13:20,299.487.710	123	1.929	14.976	1.578	2.375	20.891	6.892	3.808
1	008175	11:13:20,420.080.230	147	-1.042	29.606	1.704	3.534	24.680	20.497	10.854
1	008182	11:13:20,479.470.860	171	0.327	-27.928	1.147	3.041	26.733	26.546	13.931
1	008184	11:13:20,485.237.590	215	-0.124	19.955	1.710	1.981	34.010	19.804	4.355
1	008189	11:13:20,549.389.350	337	-0.095	-3.066	1.514	7.456	4.975	3.052	27.028
1	008191	11:13:20,558.157.540	64	-0.026	17.753	1.127	1.535	17.753	17.747	3.336
1	008192	11:13:20,561.662.330	164	0.157	2.176	1.613	3.153	10.615	2.149	3.643
1	008195	11:13:20,598.899.280	153	0.197	26.135	1.848	3.215	25.969	25.644	12.239
1	008197	11:13:20,619.536.460	78	3.864	11.669	1.414	2.003	22.003	2.923	2.873
1	008199	11:13:20,647.565.220	655	-0.567	16.758	1.448	4.437	20.343	14.579	18.133
1	008203	11:13:20,661.146.390	575	-4.295	-123.049	1.531	7.931	29.061	27.900	77.768
1	008205	11:13:20,734.189.580	201	0.606	21.831	1.463	4.421	22.710	18.670	15.367
1	008219	11:13:20,929.687.130	145	-4.441	23.721	0.981	3.661	14.862	5.210	2.645
1	008221	11:13:20,956.774.080	156	1.359	39.382	1.403	3.168	23.791	23.346	14.316
1	008222	11:13:20,965.954.450	42	-0.121	1.094	1.130	1.652	15.700	1.086	1.140
1	008230	11:13:21,031.281.630	108	-2.477	-20.292	1.163	2.501	14.516	7.597	3.295
1	008231	11:13:21,077.801.440	65	-0.760	13.517	0.937	2.727	13.103	10.760	6.452
1	008240	11:13:21,240.550.220	69	-8.864	198.721	1.021	3.478	25.531	22.277	11.113
1	008243	11:13:21,256.531.130	126	3.893	62.186	1.751	3.600	15.885	15.473	14.031
1	008245	11:13:21,345.205.710	141	1.847	-6.933	1.182	2.727	7.489	3.301	3.877
1	008248	11:13:21,403.406.130	4859	1.290	-52.872	2.017	3.104	33.186	32.391	18.177
1	008251	11:13:21,440.248.750	574	3.343	-53.635	1.975	4.066	20.889	15.371	16.285
1	008253	11:13:21,471.052.310	125	2.611	23.497	1.842	3.635	13.886	8.404	6.742
1	008255	11:13:21,489.575.860	504	2.756	-29.284	2.013	3.627	18.725	9.988	7.402
1	008261	11:13:21,560.313.320	105	-0.051	-7.196	1.371	2.754	12.800	7.187	3.822
1	008263	11:13:21,601.754.510	154	-2.325	-23.373	1.867	2.517	11.799	9.233	6.282
1	008268	11:13:21,656.602.410	85	2.111	52.499	0.971	1.374	30.444	22.474	2.803
1	008270	11:13:21,677.314.020	230	-11.572	-256.504	2.210	4.579	28.987	22.083	18.300
1	008282	11:13:21,905.422.450	356	0.231	20.211	1.365	6.458	20.416	19.691	51.293
1	008283	11:13:21,909.567.690	82	0.258	13.119	1.465	1.717	22.656	12.705	3.349
1	008292	11:13:22,026.934.230	712	0.050	21.460	1.896	8.143	23.515	21.434	70.517
1	008294	11:13:22,053.433.860	277	-3.158	33.319	1.705	3.367	19.309	10.058	6.177
1	008295	11:13:22,065.311.560	99	-0.290	17.662	1.437	2.931	32.647	16.965	4.340
1	008296	11:13:22,067.661.100	343	-1.065	-14.439	1.862	4.372	22.366	9.883	9.735
1	008297	11:13:22,135.824.710	2716	1.440	11.155	5.027	5.847	14.847	6.361	49.765
1	008309	11:13:22,245.356.880	251	-0.036	-21.427	1.441	2.055	35.314	21.413	3.377
1	008313	11:13:22,303.082.280	210	-5.807	-141.389	1.236	2.662	27.552	23.995	9.744
1	008315	11:13:22,344.422.840	168	0.200	-10.239	1.270	4.987	29.167	10.041	5.452
1	008331	11:13:22,518.800.520	216	-17.969	-363.215	1.198	4.489	20.248	20.182	25.323
1	008341	11:13:22,628.404.410	433	0.863	30.698	1.497	3.793	23.966	23.242	20.353
1	008345	11:13:22,664.239.740	47	-0.928	-13.973	0.959	2.170	23.302	10.241	2.206
1	008346	11:13:22,664.497.070	201	2.002	-17.644	1.755	1.991	10.279	7.883	6.104
1	008349	11:13:22,677.285.150	85	0.414	-22.498	1.491	1.722	29.222	20.786	3.429
1	008354	11:13:22,728.084.180	60	-0.086	16.798	1.181	9.686	16.901	16.736	85.958
1	008358	11:13:22,778.868.740	45	1.365	19.030	1.105	1.717	28.299	11.246	1.444
1	008362	11:13:22,825.148.350	471	-3.380	-64.933	1.395	7.639	18.440	18.420	71.717
