Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth	Alpha
1	013561	16:00:10,106.159.590	473	1010.590	19982.913	1.415	4.656	21.311	19.774	29.987	1.189
1	013579	16:00:10,187.359.240	55	1.164	-17.272	1.055	1.715	15.325	11.255	2.214	0.825
1	013592	16:00:10,248.668.630	137	0.082	2.497	1.632	5.680	7.201	2.488	7.922	0.353
1	013611	16:00:10,365.484.580	255	1.146	2.860	1.242	2.891	24.251	1.880	2.597	0.078
1	013619	16:00:10,390.751.030	516	-0.068	24.074	1.769	2.521	25.732	24.018	10.572	1.204
1	013631	16:00:10,448.086.250	87	2.626	6.691	1.291	1.745	3.191	2.381	3.230	0.842
1	013650	16:00:10,513.944.670	234	-1.267	18.967	1.400	2.803	15.688	11.751	9.938	0.847
1	013653	16:00:10,547.010.920	51	-0.080	4.110	0.961	14.042	13.340	4.097	17.231	0.312
1	013670	16:00:10,638.267.090	92	1.339	32.319	0.988	1.760	24.471	19.339	2.558	0.911
1	013707	16:00:10,798.048.170	125	2.332	-23.905	0.887	3.614	30.472	9.422	3.110	0.314
1	013711	16:00:10,810.381.310	440	-1.593	-35.129	1.928	3.390	20.074	18.677	13.509	1.196
1	013717	16:00:10,824.250.520	133	0.563	15.987	1.282	2.138	14.386	13.930	6.223	1.319
1	013718	16:00:10,825.381.500	62	-3.187	50.204	1.765	2.581	23.430	15.030	5.659	0.696
1	013751	16:00:11,026.428.930	508	-0.761	-26.535	1.575	2.739	26.814	21.112	10.387	0.906
1	013755	16:00:11,037.583.200	566	-1.785	14.888	1.895	2.766	20.499	7.278	8.860	0.363
1	013761	16:00:11,073.150.580	114	0.261	9.080	1.023	1.783	28.822	8.786	2.158	0.310
1	013772	16:00:11,141.999.780	2255	0.328	-33.049	1.647	3.360	34.381	31.407	18.579	1.152
1	013776	16:00:11,191.302.440	1002	1.555	30.368	1.863	4.090	33.605	16.428	13.380	0.511
1	013783	16:00:11,223.126.350	79	1.108	19.087	0.910	2.552	19.668	12.788	4.613	0.708
1	013789	16:00:11,260.718.600	78	-0.512	-23.808	0.749	1.553	26.682	21.193	3.642	0.918
1	013814	16:00:11,382.203.280	135	0.605	-24.253	1.166	3.566	22.414	20.746	12.780	1.183
1	013839	16:00:11,486.894.920	88	2.511	1.209	1.493	1.872	18.318	0.447	2.804	0.024
1	013904	16:00:11,812.723.280	887	1.039	-41.380	1.757	3.445	32.348	28.699	18.115	1.091
1	013914	16:00:11,869.304.130	947	-0.830	27.420	1.407	7.634	23.479	21.101	74.237	1.117
1	013949	16:00:12,065.171.320	57	-0.131	25.270	1.191	1.377	25.586	25.056	3.283	1.367
1	013950	16:00:12,070.215.490	143	0.087	2.706	0.899	9.911	16.319	2.696	3.473	0.166
1	013973	16:00:12,165.591.730	105	1.060	-5.956	1.235	6.816	21.896	4.088	3.985	0.188
1	013981	16:00:12,208.866.560	317	-1.404	30.982	1.493	7.237	24.117	17.970	32.440	0.841
1	013992	16:00:12,265.674.310	396	0.808	-44.333	1.360	3.053	34.485	34.480	15.750	1.554
1	014005	16:00:12,331.103.990	470	249.037	-1632.469	1.982	5.714	28.447	6.555	12.862	0.233
1	014006	16:00:12,334.875.780	73	1.143	29.114	0.680	2.472	23.242	19.169	5.520	0.970
1	014028	16:00:12,443.335.740	130	0.556	-10.237	1.116	1.925	20.877	8.946	2.427	0.443
1	014055	16:00:12,582.603.200	130	1.807	-2.480	0.989	2.281	27.896	1.201	1.062	0.043
1	014070	16:00:12,658.158.980	106	-63.281	-1828.836	1.072	3.574	31.494	28.897	13.602	1.162
1	014071	16:00:12,660.035.060	245	0.743	0.256	1.815	7.826	28.952	0.205	5.061	0.007
1	014084	16:00:12,694.260.090	139	0.449	6.891	1.260	2.595	7.091	6.286	7.247	1.090
1	014085	16:00:12,697.769.210	387	0.595	2.541	2.805	8.053	19.895	2.184	14.525	0.110
1	014087	16:00:12,703.120.220	79	0.084	25.658	0.768	2.554	25.604	25.568	8.866	1.518
1	014091	16:00:12,725.913.290	79	-8.009	43.417	0.992	2.821	24.355	5.379	1.566	0.223
1	014096	16:00:12,744.549.220	139	1.361	-44.836	1.171	2.503	26.602	26.546	7.702	1.506
1	014098	16:00:12,759.025.110	225	-2.035	33.102	1.275	1.787	18.765	14.597	5.934	0.891
1	014100	16:00:12,762.795.720	871	1.208	2.021	1.790	2.720	23.464	1.288	7.226	0.055
1	014151	16:00:13,054.817.290	263	-1.346	-40.982	1.346	2.587	32.707	24.441	7.055	0.844
1	014170	16:00:13,191.649.400	96	4.351	15.704	1.008	4.049	12.382	3.518	2.225	0.288
1	014175	16:00:13,212.104.720	62	-2.448	24.268	1.027	1.837	20.374	9.177	1.590	0.467
1	014185	16:00:13,282.040.430	188	-2.225	21.746	3.738	12.074	30.557	8.913	20.372	0.296
1	014237	16:00:13,567.898.530	53	1.362	11.079	1.076	1.768	19.437	6.557	1.351	0.344
1	014252	16:00:13,630.213.660	76	-0.476	7.403	1.230	1.827	24.148	6.685	2.260	0.281
1	014278	16:00:13,770.918.620	354	2.600	55.705	1.680	3.232	28.763	19.994	10.218	0.769
1	014327	16:00:13,974.533.830	540	0.900	-46.413	2.293	3.679	34.534	34.493	20.088	1.522
1	014333	16:00:14,017.856.770	55	-0.464	7.321	0.967	14.964	15.190	6.642	36.041	0.453
1	014335	16:00:14,030.827.090	67	-0.131	-9.081	1.068	1.700	19.703	9.004	1.595	0.475
1	014344	16:00:14,093.612.720	305	-0.158	13.873	1.590	4.043	35.529	13.702	6.474	0.396
1	014353	16:00:14,108.413.200	66	1.962	-20.878	0.683	4.834	13.046	9.481	17.004	0.814
1	014375	16:00:14,225.682.260	726	0.218	32.982	1.898	3.393	32.234	32.225	25.743	1.548
1	014395	16:00:14,283.380.040	288	-0.134	-12.027	1.198	6.765	16.831	11.921	29.043	0.787
1	014450	16:00:14,588.354.100	97	-1.872	-29.799	1.148	4.335	14.939	14.043	14.849	1.223
1	014452	16:00:14,592.060.440	84	-0.367	7.001	2.149	4.961	16.354	6.571	9.625	0.413
1	014461	16:00:14,631.443.880	53	101.925	1670.690	0.845	2.183	24.868	16.391	2.569	0.720
1	014472	16:00:14,701.997.560	62	-0.225	-17.886	0.978	1.777	28.457	17.449	1.779	0.660
1	014477	16:00:14,723.222.260	65	-2.049	29.447	0.701	2.540	14.198	12.917	7.503	1.143
1	014503	16:00:14,817.150.190	89	-0.670	-1.505	1.243	2.953	6.154	1.250	2.172	0.205
1	014505	16:00:14,821.055.570	66	-0.734	-34.774	1.222	4.033	31.664	28.032	14.808	1.087
1	014506	16:00:14,836.460.540	108	-4.844	45.779	1.464	6.236	19.642	9.256	13.023	0.491
1	014509	16:00:14,841.314.620	131	-0.559	13.623	1.526	2.387	17.246	11.890	4.319	0.761
1	014512	16:00:14,847.943.170	54	-2.779	-81.416	0.956	1.868	28.468	27.562	3.179	1.318
1	014531	16:00:14,925.437.880	65	2.430	-19.293	0.882	2.096	25.908	7.341	1.605	0.287
1	014556	16:00:15,059.980.920	722	1.495	31.925	2.059	3.773	27.459	17.748	19.543	0.703
1	014560	16:00:15,112.972.160	412	-2.206	16.871	2.630	7.251	33.044	6.966	21.257	0.212
1	014572	16:00:15,164.872.600	528	0.060	5.317	2.891	6.942	28.392	5.308	17.792	0.188
1	014576	16:00:15,198.635.250	62	3.803	89.160	1.285	1.978	22.903	22.672	4.297	1.429
1	014627	16:00:15,480.224.420	82	1.034	-9.798	0.935	2.449	14.112	6.812	2.016	0.504
1	014679	16:00:15,732.263.570	210	51.532	-867.626	0.591	3.240	20.691	16.833	11.889	0.950
1	014685	16:00:15,761.194.200	79	-1.965	19.679	1.104	6.777	16.181	8.925	16.093	0.584
1	014728	16:00:15,930.710.590	803	1.294	-49.369	3.105	4.160	31.045	30.194	18.964	1.336
1	014767	16:00:16,098.972.920	93	-0.497	7.303	1.786	9.533	15.635	6.541	23.863	0.432
1	014788	16:00:16,234.143.300	63	1.313	14.385	1.332	2.571	21.318	8.716	3.434	0.421
1	014795	16:00:16,264.620.430	62	0.582	-1.234	0.790	7.432	4.141	1.067	4.996	0.261
1	014817	16:00:16,353.018.470	98	1.484	20.685	1.109	3.418	23.173	11.559	4.825	0.522
1	014824	16:00:16,382.795.630	9288	0.163	-26.435	4.197	5.427	30.289	26.090	59.654	1.038
1	014888	16:00:16,712.822.200	273	-0.812	7.442	1.357	6.006	13.468	5.778	9.617	0.443
1	014899	16:00:16,758.129.010	58	-0.792	-15.685	1.234	2.082	18.202	12.298	2.892	0.742
1	014931	16:00:16,953.942.150	229	0.913	-47.415	0.702	2.782	35.017	35.014	15.649	1.558
1	014939	16:00:16,969.825.990	338	4.483	123.345	1.498	7.057	28.733	26.852	47.415	1.207
1	014958	16:00:17,066.556.030	223	-5.146	39.328	1.403	2.437	18.329	7.502	3.997	0.422
1	014962	16:00:17,089.230.580	116	1.123	-31.798	1.063	3.426	27.421	21.151	7.940	0.881
1	014985	16:00:17,201.072.980	73	-0.125	4.501	0.910	3.953	14.678	4.466	2.012	0.309
1	014993	16:00:17,229.327.030	1743	1.649	-60.160	2.000	3.325	33.786	31.201	10.799	1.177
1	015011	16:00:17,307.051.390	94	3.327	-6.739	1.155	2.540	15.408	1.940	1.549	0.126
1	015026	16:00:17,399.378.000	41	1.354	-37.599	1.094	1.717	22.814	22.334	3.263	1.365
1	015033	16:00:17,432.401.260	45	-0.475	9.358	0.930	1.911	18.870	8.452	1.851	0.464
1	015070	16:00:17,669.638.630	160	-0.002	-11.031	1.054	2.119	20.026	11.031	3.355	0.583
1	015083	16:00:17,738.001.910	379	-9.424	-201.246	1.441	2.250	32.349	21.236	3.524	0.716
1	015104	16:00:17,877.686.890	334	-0.053	9.643	1.360	1.982	26.037	9.630	3.833	0.379
1	015139	16:00:18,087.933.610	82	0.240	1.266	1.369	9.290	8.508	1.231	4.113	0.145
1	015147	16:00:18,149.832.250	383	-4.645	-125.504	1.433	5.847	26.752	26.416	39.002	1.412
1	015149	16:00:18,152.403.410	74	2.010	5.714	0.995	2.679	4.689	2.545	2.916	0.574
1	015154	16:00:18,174.098.090	124	0.620	-20.516	1.720	2.186	17.556	17.438	7.189	1.455
1	015163	16:00:18,227.838.540	95	20.367	-267.537	0.661	2.018	13.552	13.120	4.979	1.318
1	015231	16:00:18,571.070.380	47	-0.417	-12.691	1.002	2.032	24.475	11.715	1.807	0.499
1	015237	16:00:18,605.923.180	413	1.733	44.274	1.214	4.665	22.405	22.130	35.164	1.414
1	015246	16:00:18,642.050.460	131	1.983	-33.905	1.432	1.966	23.567	15.264	3.936	0.705
1	015253	16:00:18,666.052.400	60	0.214	22.901	1.214	1.840	22.532	22.396	4.485	1.461
1	015255	16:00:18,671.288.960	53	1.311	44.550	1.109	1.737	27.135	27.022	3.358	1.479
1	015257	16:00:18,680.683.820	73	1.752	-7.089	1.563	1.952	24.132	3.514	3.750	0.146
1	015281	16:00:18,798.987.000	289	1.329	-56.495	0.874	4.496	34.472	33.975	27.791	1.401
1	015284	16:00:18,803.410.520	2511	0.213	-32.990	1.569	2.196	34.453	32.267	11.910	1.213
1	015307	16:00:18,930.607.510	91	-57.065	90.564	0.630	2.045	26.876	1.587	1.165	0.059
1	015326	16:00:19,001.243.270	1124	2.142	38.164	1.971	5.298	23.143	16.145	24.649	0.772
1	015341	16:00:19,058.408.840	109	0.626	0.277	0.711	2.494	31.716	0.235	0.936	0.007
1	015345	16:00:19,062.725.480	159	-1.175	-11.195	1.289	5.907	7.573	7.254	34.410	1.280
1	015352	16:00:19,096.218.910	109	0.802	15.623	0.752	3.776	14.830	12.187	15.278	0.965
1	015361	16:00:19,148.119.210	4979	0.245	-30.368	1.586	2.877	34.207	29.497	12.244	1.040
1	015379	16:00:19,232.236.970	221	-0.345	-20.631	1.281	3.615	20.179	19.502	20.186	1.311
1	015397	16:00:19,315.950.010	752	-1.344	-13.731	1.583	5.269	27.352	8.196	8.316	0.304
1	015408	16:00:19,359.582.830	212	1.791	-35.899	0.956	2.195	22.680	17.504	5.100	0.882
1	015438	16:00:19,477.928.030	67	0.004	3.280	1.168	14.615	18.976	3.280	7.338	0.174
1	015472	16:00:19,641.313.650	112	0.166	-7.733	0.898	3.995	18.991	7.628	4.123	0.413
1	015480	16:00:19,678.484.790	62	-0.116	-10.694	1.120	1.702	10.623	10.623	3.373	1.566
1	015487	16:00:19,718.461.210	66	-0.378	25.937	1.245	1.783	28.092	24.262	4.344	1.042
1	015499	16:00:19,760.927.450	100	-0.778	29.238	0.662	3.867	29.689	23.078	9.187	0.890
1	015523	16:00:19,925.255.310	74	1.225	23.766	1.025	1.678	20.697	15.033	4.303	0.813
1	015549	16:00:20,028.088.060	79	0.414	19.685	0.000	3.457	22.717	18.186	11.536	0.928
1	015552	16:00:20,041.867.830	206	3.448	-57.663	1.373	3.138	23.000	16.064	7.375	0.773
1	015554	16:00:20,047.998.130	103	3.544	103.289	1.317	1.703	28.217	28.046	4.114	1.461
1	015573	16:00:20,129.563.950	177	1.042	-2.563	2.441	4.673	17.432	1.774	7.947	0.102
1	015583	16:00:20,178.090.260	91	0.992	-13.804	0.852	1.461	31.229	9.799	1.182	0.319
1	015587	16:00:20,192.130.680	122	0.711	14.271	1.586	11.108	11.715	11.632	130.657	1.452
1	015602	16:00:20,251.402.860	489	0.189	-11.668	1.332	7.270	16.442	11.464	35.127	0.772
1	015617	16:00:20,297.911.500	216	-1.244	-8.815	1.361	2.876	10.935	5.524	4.947	0.530
1	015635	16:00:20,398.567.860	76	-0.356	-8.726	1.160	2.160	26.036	8.220	1.843	0.321
1	015659	16:00:20,525.653.050	1001	-0.279	-12.928	2.103	3.768	14.072	12.454	24.782	1.087
1	015672	16:00:20,579.222.930	393	5.219	127.944	1.385	3.726	25.289	24.076	20.809	1.260
1	015683	16:00:20,628.448.850	133	1.223	-0.719	1.327	3.697	1.299	0.455	4.059	0.358
1	015707	16:00:20,759.220.100	352	-0.770	-19.533	1.336	5.992	22.583	15.479	20.096	0.755
1	015709	16:00:20,766.826.450	256	-1.084	37.588	1.377	2.485	29.512	25.487	8.560	1.042
1	015712	16:00:20,779.238.400	78	-7.814	-161.682	1.266	2.875	21.773	20.523	9.091	1.230
1	015713	16:00:20,780.339.390	169	0.682	6.931	1.600	7.119	8.833	5.727	42.903	0.705
1	015731	16:00:20,878.794.090	164	1.104	-52.799	0.608	3.606	35.794	35.444	23.349	1.431
1	015739	16:00:20,927.364.840	62	-0.753	13.393	0.822	2.456	10.815	10.700	8.811	1.425
1	015752	16:00:20,992.268.070	47	0.824	20.379	1.068	1.898	20.693	15.727	2.981	0.863
1	015761	16:00:21,012.147.570	88	-11.982	99.288	1.340	6.322	18.891	8.258	10.922	0.452
1	015765	16:00:21,026.943.610	76	-0.385	-33.733	0.449	4.123	32.731	31.478	16.529	1.293
1	015769	16:00:21,043.536.290	389	0.990	-48.277	1.434	5.427	34.407	34.303	24.050	1.493
1	015802	16:00:21,195.692.510	415	26.587	95.835	1.111	3.652	19.364	3.602	3.207	0.187
1	015811	16:00:21,239.492.860	65	0.540	-6.758	1.114	2.699	5.959	5.947	8.833	1.506
1	015825	16:00:21,300.043.640	61	7.593	-99.488	0.000	3.330	13.360	12.990	10.635	1.335
1	015840	16:00:21,347.521.140	68	8.642	-239.828	1.271	1.950	27.589	27.568	4.490	1.531
1	015874	16:00:21,543.731.710	115	-1.639	-9.287	1.399	2.102	27.683	4.836	2.934	0.176
1	015895	16:00:21,668.781.770	1324	0.540	33.884	2.607	8.134	29.835	29.816	113.769	1.535
1	015904	16:00:21,747.477.620	130	-1.093	-1.569	1.100	2.951	4.463	1.060	2.847	0.240
1	015914	16:00:21,810.757.040	190	-4.094	-63.839	1.756	3.081	17.779	15.146	10.797	1.020
1	015916	16:00:21,813.100.780	113	-1.878	28.330	1.563	2.408	20.931	13.313	5.267	0.689
1	015922	16:00:21,855.373.810	147	0.255	2.144	0.853	1.990	6.604	2.078	1.131	0.320
1	015926	16:00:21,868.407.490	119	-0.074	-1.955	1.081	3.453	19.802	1.949	1.534	0.099
1	015939	16:00:21,937.821.910	128	0.040	-10.350	0.913	2.547	27.611	10.341	1.743	0.384
1	015944	16:00:21,974.258.550	74	-0.085	4.144	1.098	10.233	13.664	4.129	11.661	0.307
1	015945	16:00:21,978.143.320	5492	6.519	-185.162	2.454	2.753	34.197	28.075	18.060	0.963
1	015980	16:00:22,168.574.910	206	-2.998	8.493	1.053	2.289	18.317	2.688	2.042	0.147
1	015996	16:00:22,224.751.520	284	-0.741	-8.938	1.484	4.205	16.190	7.183	8.558	0.460
1	016010	16:00:22,307.354.870	198	-9.502	-269.022	1.381	2.262	29.706	28.157	7.966	1.246
1	016040	16:00:22,478.011.220	161	-6.250	157.073	1.469	3.049	28.232	24.817	9.528	1.074
1	016074	16:00:22,604.368.030	106	-1.069	-14.558	0.863	1.883	23.859	9.944	1.734	0.430
1	016076	16:00:22,611.687.640	254	1.379	23.415	1.254	4.691	25.074	13.743	8.670	0.580
1	016087	16:00:22,647.615.500	5123	0.618	-38.514	1.782	2.273	32.821	32.769	12.149	1.514
1	016096	16:00:22,691.912.080	82	-2.679	-1.409	1.157	2.441	14.416	0.493	1.500	0.034
1	016134	16:00:22,840.381.670	245	0.126	9.800	1.166	8.692	9.809	9.723	78.822	1.438
1	016145	16:00:22,887.897.010	1359	8.467	-103.135	2.109	4.908	19.677	12.097	22.212	0.662
1	016156	16:00:22,931.809.840	53	7.596	99.529	0.000	2.936	16.183	12.990	7.249	0.932
1	016162	16:00:22,960.298.980	391	-2.370	25.012	2.263	6.485	33.729	9.722	19.387	0.292
1	016167	16:00:22,976.714.250	235	0.488	-15.323	1.400	5.471	28.742	13.771	10.539	0.500
1	016169	16:00:22,979.464.390	69	1.294	47.899	0.748	3.348	29.829	29.286	13.048	1.380
1	016171	16:00:23,003.289.030	82	0.584	-2.734	1.126	2.096	12.349	2.361	1.629	0.192
1	016184	16:00:23,044.858.660	2521	-0.560	-13.930	3.639	5.162	30.340	12.153	22.192	0.412
1	016199	16:00:23,135.289.280	71	-2.433	-3.910	0.974	1.966	10.313	1.486	1.170	0.145
1	016206	16:00:23,175.860.980	229	-0.189	6.429	1.857	7.125	28.678	6.317	6.183	0.222
1	016209	16:00:23,209.795.410	198	0.767	3.758	1.106	3.614	32.576	2.982	1.770	0.092
1	016236	16:00:23,369.626.070	163	3.382	-25.906	1.167	3.715	8.316	7.345	13.405	1.083
1	016247	16:00:23,454.424.700	178	1.072	41.187	1.277	3.435	29.495	28.096	16.928	1.262
1	016268	16:00:23,581.268.560	57	-1.182	-10.298	0.894	1.727	17.690	6.652	1.749	0.385
1	016276	16:00:23,633.381.630	201	5.240	-53.193	1.056	3.616	29.358	9.971	4.069	0.347
1	016303	16:00:23,776.331.720	1327	0.352	17.318	2.017	5.316	29.325	16.335	28.501	0.591
1	016311	16:00:23,813.831.490	206	0.732	-43.932	2.059	5.340	35.568	35.446	27.320	1.488
1	016314	16:00:23,832.655.400	66	-1.060	26.884	1.267	1.971	20.682	18.452	3.504	1.102
1	016339	16:00:23,943.609.090	91	2.680	-42.300	0.998	3.596	29.086	14.790	4.026	0.533
1	016343	16:00:23,963.578.060	400	-0.189	-22.558	3.584	14.963	31.652	22.167	207.620	0.776
1	016383	16:00:24,159.387.130	505	1.342	-56.968	1.602	4.208	35.010	34.033	21.765	1.334
1	016447	16:00:24,536.470.520	120	-0.868	0.246	1.274	1.970	14.451	0.186	1.635	0.013
1	016449	16:00:24,549.844.480	116	-0.786	7.610	1.035	3.058	24.532	5.984	1.500	0.246
1	016460	16:00:24,595.017.210	63	-2.431	-55.212	1.118	1.724	22.365	21.005	3.113	1.220
1	016461	16:00:24,604.648.010	384	-0.351	-20.782	3.697	8.482	32.417	19.611	82.928	0.650
1	016470	16:00:24,656.708.270	273	-0.354	28.025	1.934	2.862	28.818	26.419	11.766	1.160
1	016473	16:00:24,673.112.780	3827	0.379	-34.177	2.031	3.754	33.793	31.960	37.689	1.240
1	016476	16:00:24,688.799.640	790	0.948	9.368	1.324	5.183	25.686	6.798	5.544	0.268
1	016500	16:00:24,803.642.010	147	-2.303	23.171	1.818	8.739	21.510	9.228	17.685	0.443
1	016514	16:00:24,842.692.840	168	3.125	20.577	1.398	3.291	21.713	6.271	3.931	0.293
1	016551	16:00:25,084.796.290	135	0.957	2.777	0.922	2.255	24.193	2.006	1.533	0.083
1	016618	16:00:25,392.243.050	44	-1.328	-42.163	1.031	1.974	27.750	25.367	4.163	1.153
1	016627	16:00:25,447.895.860	222	1.744	-9.414	1.333	2.215	4.736	4.683	9.330	1.422
1	016634	16:00:25,478.499.710	110	0.292	17.512	1.157	2.838	17.108	16.812	8.377	1.385
1	016639	16:00:25,514.574.590	261	0.888	37.473	1.371	2.755	31.443	28.021	10.695	1.100
1	016736	16:00:26,014.231.200	319	-1.351	48.685	1.783	1.978	29.066	28.959	7.733	1.485
1	016751	16:00:26,122.266.840	95	0.526	-1.005	1.150	13.046	22.345	0.889	1.432	0.040
1	016761	16:00:26,168.629.400	246	0.232	-32.111	0.720	3.103	35.007	31.282	12.150	1.105
1	016777	16:00:26,246.782.400	197	-2.907	29.611	3.911	9.711	31.480	9.632	16.442	0.311
1	016790	16:00:26,310.232.960	127	3.716	76.288	1.152	4.127	25.618	19.824	11.196	0.885
1	016805	16:00:26,368.002.070	118	1.271	-47.255	2.091	4.863	29.601	29.220	29.050	1.410
1	016834	16:00:26,491.361.830	270	0.796	23.793	1.399	1.730	18.947	18.615	6.598	1.383
1	016836	16:00:26,498.288.390	230	0.260	-9.883	1.537	2.998	31.913	9.566	5.152	0.304
1	016843	16:00:26,555.033.250	80	-1.410	21.440	1.111	2.107	13.432	12.402	5.296	1.177
1	016859	16:00:26,620.598.020	410	-0.386	0.928	1.230	2.871	22.246	0.865	3.115	0.039
1	016861	16:00:26,633.221.900	98	-0.440	-22.716	1.623	2.719	27.653	20.789	5.716	0.851
1	016865	16:00:26,650.067.220	175	0.443	18.702	1.275	1.855	25.571	17.102	4.716	0.733
1	016892	16:00:26,797.952.520	449	0.336	-33.910	1.182	3.488	34.666	32.148	16.570	1.187
1	016899	16:00:26,869.479.560	273	-0.177	4.475	1.464	7.149	13.789	4.406	8.656	0.325
1	016941	16:00:27,097.663.150	606	1.718	-64.983	1.005	1.903	34.094	32.691	10.996	1.283
1	016942	16:00:27,100.246.200	125	-1.357	-19.487	1.144	3.254	28.555	11.560	3.023	0.417
1	016952	16:00:27,142.926.120	92	0.637	-2.013	2.422	9.557	12.779	1.698	8.706	0.133
1	016959	16:00:27,183.315.640	457	-2.285	24.693	3.636	7.179	33.149	9.900	21.564	0.303
1	016977	16:00:27,271.154.450	53	0.229	29.461	0.924	2.085	33.190	28.718	4.149	1.046
1	016990	16:00:27,361.477.910	349	-1.719	19.770	3.179	9.126	30.976	9.941	33.094	0.327
1	017050	16:00:27,629.298.600	45	-1.232	0.980	0.989	2.114	11.098	0.617	1.165	0.056
1	017054	16:00:27,641.738.400	240	-0.267	-8.006	1.457	3.351	15.245	7.736	7.292	0.532
1	017062	16:00:27,673.255.200	594	0.138	-31.668	1.713	3.339	34.761	31.370	17.016	1.125
1	017096	16:00:27,828.330.620	132	-0.319	26.471	1.158	5.453	26.768	25.217	27.056	1.229
1	017098	16:00:27,837.082.560	93	-4.951	46.859	3.462	9.338	20.171	9.277	26.091	0.478
1	017100	16:00:27,845.591.010	208	-0.339	-4.277	1.289	2.094	27.780	4.050	3.708	0.146
1	017102	16:00:27,847.245.630	119	-0.715	-31.403	1.231	2.122	26.134	25.547	6.978	1.358
1	017112	16:00:27,943.166.380	108	-9.868	-34.660	1.116	2.787	15.231	3.494	2.035	0.231
1	017113	16:00:27,943.351.850	133	2.316	-16.499	1.231	10.317	22.022	6.540	11.685	0.302
1	017121	16:00:27,971.172.890	101	0.131	0.909	1.067	1.978	12.999	0.902	2.178	0.069
1	017122	16:00:27,972.918.130	61	2.486	56.716	0.928	1.750	23.283	21.165	4.552	1.141
1	017141	16:00:28,070.586.330	87	5.973	6.576	0.923	2.420	19.952	1.086	1.296	0.054
1	017143	16:00:28,075.718.950	154	-2.765	56.367	1.170	2.086	19.199	19.169	7.178	1.515
1	017183	16:00:28,295.507.670	50	0.269	-20.864	0.860	2.251	22.960	20.148	4.347	1.071
1	017186	16:00:28,328.381.390	105	-2.787	39.516	0.906	2.532	16.011	13.347	6.560	0.986
1	017199	16:00:28,407.978.790	76	-0.987	-15.693	0.837	3.672	21.781	11.171	4.309	0.539
1	017228	16:00:28,558.125.370	248	-0.277	-12.756	1.388	5.332	14.162	12.294	24.285	1.051
1	017239	16:00:28,589.003.480	114	-0.441	-6.720	1.502	2.410	29.528	6.148	2.908	0.210
1	017314	16:00:28,982.202.340	133	-1.246	48.312	1.136	2.858	30.338	30.232	11.560	1.487
1	017338	16:00:29,097.282.300	61	0.250	21.484	0.825	2.903	29.843	20.844	5.816	0.773
1	017367	16:00:29,222.093.030	78	1.334	-7.779	1.686	13.486	15.146	4.666	18.052	0.313
1	017372	16:00:29,233.291.600	68	0.216	7.253	1.220	1.770	7.111	7.090	4.314	1.494
1	017380	16:00:29,284.803.190	88	-0.053	-4.879	1.079	1.620	14.416	4.872	1.142	0.345
1	017382	16:00:29,298.466.550	854	21.150	106.528	1.434	9.298	6.276	5.031	72.442	0.930
1	017399	16:00:29,392.899.690	172	8.166	190.744	1.120	1.559	29.709	23.185	3.590	0.895
1	017425	16:00:29,485.904.770	73	-1.963	20.317	1.139	12.163	22.319	9.222	21.792	0.426
1	017434	16:00:29,533.503.850	66	2.844	-53.940	9.911	13.530	19.032	17.895	192.723	1.223
1	017438	16:00:29,549.895.060	365	0.204	-8.910	1.747	3.620	26.515	8.730	6.254	0.336
1	017478	16:00:29,751.127.750	64	0.084	-10.739	1.081	2.308	24.375	10.701	2.262	0.455
1	017491	16:00:29,807.609.450	250	0.447	-1.414	1.893	2.676	10.899	1.291	6.457	0.119
1	017498	16:00:29,825.792.440	47	-1.424	-17.330	1.017	2.137	28.409	9.960	1.939	0.358
1	017501	16:00:29,846.216.470	458	-0.080	-9.688	1.705	3.347	22.872	9.657	8.414	0.436
1	017506	16:00:29,884.397.590	168	-0.377	21.307	1.261	3.892	22.196	19.940	16.106	1.116
1	017529	16:00:30,024.064.540	52	1.208	18.098	1.029	1.791	14.498	11.540	2.631	0.921
1	017540	16:00:30,084.119.680	165	0.322	-33.722	1.506	2.065	35.241	32.096	7.216	1.145
1	017541	16:00:30,089.048.390	81	0.426	-7.235	1.296	2.347	25.559	6.656	1.521	0.263
1	017547	16:00:30,142.351.090	169	-10.599	221.633	1.363	2.442	30.028	20.818	5.636	0.766
1	017575	16:00:30,283.950.320	66	-0.597	6.719	0.869	1.938	21.617	5.769	1.275	0.270
1	017583	16:00:30,345.559.830	72	-0.048	5.241	0.971	1.789	13.811	5.235	1.589	0.389
1	017609	16:00:30,473.198.890	1254	0.388	-33.817	1.752	3.303	32.869	31.529	15.177	1.284
1	017628	16:00:30,570.310.770	115	0.573	-0.618	1.576	13.338	26.349	0.536	4.611	0.020
1	017636	16:00:30,599.157.850	111	-43.127	377.290	1.700	6.944	15.608	8.746	22.924	0.595
1	017637	16:00:30,602.988.230	83	-0.045	14.482	1.512	1.994	29.890	14.467	2.923	0.505
1	017702	16:00:31,003.388.350	139	0.212	1.811	1.269	12.886	22.503	1.772	3.492	0.079
1	017725	16:00:31,176.213.660	102	0.853	-17.458	0.919	3.782	30.618	13.284	3.572	0.449
1	017732	16:00:31,196.075.100	82	-0.176	4.906	1.097	15.607	19.560	4.831	15.727	0.250
1	017738	16:00:31,221.433.120	4727	0.606	-36.788	1.720	2.127	32.814	31.456	10.153	1.282
